Locus_Tag,T6_HL58G,T7_HL58G,T8_HL58G,T9_HL58G,T10_HL58G,T11_HL58G,T12_HL58G,T13_HL58G,T14_HL58G,T15_HL58G,T21_HL58X,T22_HL58X,T23_HL58X,T24_HL58X
hotlake_ucc_81732,777,665,733,740,796,67,698,215,180,503,4,3,2,11
hotlake_ucc_81733,1600,1491,1507,1230,1392,420,1177,557,468,890,17,33,17,59
hotlake_ucc_81734,496,470,471,512,500,72,491,165,139,400,8,2,2,17
hotlake_ucc_81735,719,608,682,620,703,88,562,227,197,410,11,8,4,12
hotlake_ucc_81736,512,380,487,403,448,55,407,156,139,355,8,9,2,8
hotlake_ucc_81737,200,140,190,169,153,28,89,78,39,106,2,4,2,25
hotlake_ucc_81738,458,376,455,344,504,57,176,122,93,149,20,15,11,33
hotlake_ucc_81739,14823,11156,14927,23317,19319,1854,3951,4617,3672,3541,334,253,188,599
hotlake_ucc_81740,79,85,89,68,116,62,243,219,111,177,83,63,58,165
hotlake_ucc_81741,1025,653,949,1032,965,266,847,439,398,585,632,350,329,873
hotlake_ucc_81742,1278,934,1265,1194,1109,58,416,239,180,421,31,27,15,53
hotlake_ucc_81743,218,159,251,235,228,23,71,41,18,91,5,6,0,13
hotlake_ucc_81744,1001,787,1020,1039,1085,73,399,195,163,394,29,15,12,31
hotlake_ucc_81745,720,542,684,766,738,38,318,169,100,291,17,11,15,17
hotlake_ucc_81746,2010,1545,2088,2624,2467,209,866,514,347,857,45,19,11,53
hotlake_ucc_81747,922,674,882,770,734,78,379,220,143,372,19,9,4,51
hotlake_ucc_81748,1039,700,964,769,857,57,199,155,105,162,12,12,2,18
hotlake_ucc_81749,373,226,306,280,290,34,115,89,42,118,5,6,3,19
hotlake_ucc_81750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_81751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_81752,2115,1553,1999,2507,2183,203,714,474,300,594,48,23,28,64
hotlake_ucc_81753,1612,1266,1604,2002,1999,117,537,370,258,496,31,12,14,49
hotlake_ucc_85146,291,196,391,201,268,30,65,85,59,50,18,10,9,10
hotlake_ucc_81754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_81755,545,424,477,625,609,51,177,146,94,202,9,11,6,10
hotlake_ucc_81756,0,1,8,11,6,0,1,3,1,4,0,0,0,0
hotlake_ucc_81757,533,355,555,437,483,33,167,131,69,128,9,6,0,25
hotlake_ucc_81758,3918,3085,3637,5781,5289,341,1281,927,825,1087,47,46,24,70
hotlake_ucc_81759,1103,771,1086,1245,1028,88,334,289,256,350,15,9,3,23
hotlake_ucc_81760,2256,1705,2275,2840,2641,190,734,622,454,710,33,22,18,40
hotlake_ucc_81761,1334,928,1307,1560,1365,129,466,371,283,481,18,8,12,28
hotlake_ucc_81762,603,544,634,560,636,81,612,181,184,461,13,3,10,31
hotlake_ucc_81763,1736,1350,1698,1622,1410,136,768,368,260,734,51,26,33,88
hotlake_ucc_81765,12772,7764,10842,19462,13052,1115,3219,3094,1964,2952,45,53,26,240
hotlake_ucc_81766,1810,1141,1542,1667,1435,152,579,548,411,520,18,17,13,68
hotlake_ucc_81767,137,92,85,78,94,81,322,390,181,221,111,96,90,326
hotlake_ucc_81768,1087,661,977,937,1024,147,381,187,200,396,32,27,16,67
hotlake_ucc_85147,347,230,336,327,324,35,100,87,58,94,6,8,1,13
hotlake_ucc_81769,386,285,382,347,355,45,255,159,121,203,4,6,5,14
hotlake_ucc_81770,1992,1629,2003,1706,1880,157,326,460,327,289,48,13,31,76
hotlake_ucc_81771,826,663,815,779,860,203,293,502,354,233,40,30,20,44
hotlake_ucc_81772,583,436,544,485,560,123,195,437,217,168,26,17,16,34
hotlake_ucc_81773,385,291,330,281,284,38,113,212,115,98,21,8,15,25
hotlake_ucc_81774,501,443,571,456,601,310,1309,878,440,838,25,13,12,185
hotlake_ucc_81775,431,238,333,349,362,70,229,374,163,167,4,5,8,17
hotlake_ucc_81776,621,434,490,468,437,113,297,414,163,221,12,4,2,38
hotlake_ucc_81777,589,458,543,514,493,92,346,251,161,239,24,11,4,26
hotlake_ucc_81778,1231,920,1172,1145,1167,171,666,476,341,553,32,25,30,56
hotlake_ucc_81779,52,45,68,40,34,7,27,28,8,19,4,3,4,2
hotlake_ucc_81781,364,226,272,372,233,245,257,645,291,175,4,8,2,71
hotlake_ucc_81783,913,575,698,1004,647,762,653,2538,854,460,21,12,11,103
hotlake_ucc_81784,1851,1671,2013,1920,2218,363,1682,869,655,1217,18,12,12,84
hotlake_ucc_81785,410,359,398,340,344,77,271,176,115,202,23,6,12,38
hotlake_ucc_81786,802,621,739,562,614,113,485,304,232,366,23,16,19,39
hotlake_ucc_81787,125,122,117,102,84,16,63,47,25,32,2,1,2,2
hotlake_ucc_81788,206,145,182,135,142,22,88,49,32,71,5,2,5,2
hotlake_ucc_81789,65,46,42,54,54,11,33,20,21,43,1,0,0,2
hotlake_ucc_81790,1271,949,1145,1102,1179,148,368,598,264,297,32,20,17,60
hotlake_ucc_81791,1816,1345,1764,1583,1683,176,197,569,257,151,43,21,26,51
hotlake_ucc_81792,945,698,861,773,863,104,108,378,212,71,38,13,8,36
hotlake_ucc_81793,1749,1459,1679,1495,1670,169,248,553,321,169,65,50,45,37
hotlake_ucc_81794,825,663,750,704,716,71,338,247,174,237,35,17,8,36
hotlake_ucc_81795,627,452,543,446,439,38,149,127,75,120,14,3,6,25
hotlake_ucc_81796,869,643,626,655,516,54,197,140,104,184,28,19,23,31
hotlake_ucc_81797,885,666,750,631,654,53,191,190,141,200,65,41,34,51
hotlake_ucc_81798,815,563,532,461,621,80,227,343,240,189,120,95,98,107
hotlake_ucc_81799,203,185,167,163,195,34,139,79,57,131,8,12,4,29
hotlake_ucc_81800,321,241,272,257,328,57,168,96,64,144,28,12,16,58
hotlake_ucc_81801,1665,1170,1441,1268,1464,197,777,576,337,664,98,39,51,186
hotlake_ucc_81802,1459,1139,1322,1369,1320,195,401,465,263,334,58,29,21,73
hotlake_ucc_81803,487,336,439,412,422,47,87,97,83,70,16,5,11,13
hotlake_ucc_81804,735,501,564,474,517,90,335,472,248,272,50,22,17,45
hotlake_ucc_81805,2233,1572,1834,2066,1945,164,496,658,368,445,67,28,14,115
hotlake_ucc_81806,1583,1274,1411,1186,1151,243,412,635,300,277,23,11,23,128
hotlake_ucc_81807,1868,1378,1597,1828,1622,249,448,881,338,336,16,14,14,152
hotlake_ucc_81809,15,10,18,5,19,4,5,1,3,9,2,0,2,2
hotlake_ucc_81810,16,12,21,14,15,2,8,6,3,12,0,0,3,1
hotlake_ucc_81812,24,12,10,13,18,1,9,5,5,3,0,0,0,0
hotlake_ucc_81814,26,18,39,19,29,4,9,7,3,7,1,1,1,3
hotlake_ucc_81815,23,21,13,22,15,0,7,5,2,6,0,0,0,1
hotlake_ucc_81816,329,236,267,262,268,29,122,98,74,111,17,8,1,27
hotlake_ucc_81817,323,250,279,216,200,6,24,22,27,16,35,9,8,18
hotlake_ucc_81818,401,290,350,286,304,42,184,108,89,185,24,6,6,22
hotlake_ucc_81819,1880,1612,1697,1501,1731,177,468,352,204,302,290,185,168,404
hotlake_ucc_81820,986,786,915,855,766,57,211,202,97,160,28,14,10,36
hotlake_ucc_81821,217,126,213,142,162,15,111,44,27,92,10,5,12,13
hotlake_ucc_81822,366,409,349,336,452,56,201,150,56,129,11,8,5,19
hotlake_ucc_81823,2542,1903,2168,2086,2332,201,839,720,471,693,128,88,75,147
hotlake_ucc_81824,1131,980,858,858,1024,47,226,357,204,247,86,54,58,91
hotlake_ucc_81825,3692,3019,2723,3087,3325,206,1012,1280,866,1000,353,257,227,252
hotlake_ucc_81826,1104,1236,1494,1540,1540,197,753,453,354,552,22,19,10,60
hotlake_ucc_81827,5545,4429,5348,5759,5662,716,1970,1573,1057,1581,174,86,77,272
hotlake_ucc_81829,7146,5743,6939,5925,6244,564,1309,1640,950,1192,111,62,44,235
hotlake_ucc_81831,5258,3959,4567,4927,4651,762,1613,2087,1120,1394,154,77,58,164
hotlake_ucc_81832,10586,7772,10659,8395,9724,1717,2839,4607,2308,2626,365,169,161,373
hotlake_ucc_81833,4185,3394,4363,4634,4944,706,2007,2348,1446,1876,134,81,56,173
hotlake_ucc_81834,33644,22696,30192,33286,35698,4126,15293,12577,8883,13823,3610,2772,1794,1822
hotlake_ucc_81836,3524,2300,2841,2324,2537,168,896,977,640,885,298,208,207,413
hotlake_ucc_81837,1260,1075,1054,858,1003,177,728,431,321,494,27,9,19,40
hotlake_ucc_81838,806,715,711,616,681,137,546,289,241,360,12,11,3,16
hotlake_ucc_81839,500,429,447,317,377,73,252,136,95,167,9,3,5,9
hotlake_ucc_81840,351,244,286,334,258,59,170,126,111,139,21,4,5,15
hotlake_ucc_81842,117,107,117,75,125,12,61,40,35,43,1,2,2,10
hotlake_ucc_81843,427,366,412,264,345,55,199,125,118,137,14,12,3,24
hotlake_ucc_81844,232,177,187,177,166,10,138,65,55,99,4,1,2,12
hotlake_ucc_81845,332,247,272,274,274,23,181,74,54,110,3,2,9,19
hotlake_ucc_81846,966,747,961,708,892,76,314,271,187,245,101,63,54,91
hotlake_ucc_81848,626,459,608,463,578,67,205,179,106,159,22,8,4,25
hotlake_ucc_81849,341,300,298,303,350,30,156,128,78,107,11,4,5,12
hotlake_ucc_81850,1307,1111,1243,1300,1255,180,515,457,323,401,56,38,38,51
hotlake_ucc_81851,156,106,138,99,175,37,104,54,45,75,8,3,5,12
hotlake_ucc_81852,10304,9896,13166,7305,13094,1642,6732,5302,2727,4908,755,484,371,2461
hotlake_ucc_81853,2945,3519,4284,2272,4340,419,1482,1090,559,1032,116,129,90,519
hotlake_ucc_81854,3208,3199,4224,2159,3945,398,1268,1113,581,1148,106,78,52,520
hotlake_ucc_81855,3221,3450,4410,2235,4328,356,1495,1100,613,1130,54,72,36,483
hotlake_ucc_81856,4902,4923,5985,3629,6448,516,2003,1519,866,1762,128,108,45,488
hotlake_ucc_81857,5836,6463,8488,4428,8489,528,2386,1593,875,1892,117,76,37,426
hotlake_ucc_81858,630,875,1029,552,971,73,268,173,103,210,9,9,5,42
hotlake_ucc_81859,3286,3124,4381,3403,4916,218,951,724,528,853,51,32,13,126
hotlake_ucc_81860,5124,5244,7272,3670,6571,340,1876,1366,711,1499,74,47,42,219
hotlake_ucc_81861,3540,3696,5525,2472,4865,293,808,773,516,684,54,34,19,112
hotlake_ucc_81862,6082,6163,8332,4954,7840,615,1640,1525,872,1486,190,113,87,328
hotlake_ucc_81864,1743,1613,2550,1434,2455,184,541,528,291,564,46,20,8,104
hotlake_ucc_81865,2480,2244,3105,1899,2820,227,610,641,388,621,79,13,22,101
hotlake_ucc_81866,144,82,120,112,125,16,53,41,26,44,2,1,0,5
hotlake_ucc_81867,253,174,229,138,223,22,11,99,61,8,2,0,0,2
hotlake_ucc_81868,38,33,34,39,44,4,8,6,5,12,2,1,0,0
hotlake_ucc_81870,59,46,48,38,75,3,7,10,8,8,6,0,1,2
hotlake_ucc_81871,80,70,90,170,117,13,21,14,22,20,1,2,3,5
hotlake_ucc_81872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_81873,166,169,216,418,403,8,102,30,45,96,5,1,0,11
hotlake_ucc_81874,106,78,119,133,120,7,38,25,31,44,2,0,4,9
hotlake_ucc_81875,199,141,190,277,243,16,47,25,16,33,12,11,7,15
hotlake_ucc_81876,416,350,383,337,372,37,156,121,92,157,6,2,1,17
hotlake_ucc_81878,1139,897,965,975,921,107,396,361,236,272,35,15,18,53
hotlake_ucc_81879,96,51,64,74,74,4,14,10,13,22,5,1,6,8
hotlake_ucc_81880,81,59,86,49,80,21,46,39,26,31,6,2,2,29
hotlake_ucc_81881,98,94,89,64,81,28,81,72,21,35,28,14,16,96
hotlake_ucc_81882,252,190,230,180,194,37,98,71,53,66,7,5,4,14
hotlake_ucc_81883,1189,900,1152,973,987,126,428,381,201,311,32,20,16,70
hotlake_ucc_81885,536,396,469,377,429,33,84,92,63,38,3,0,1,5
hotlake_ucc_81886,788,593,707,638,644,68,176,216,119,140,17,10,5,21
hotlake_ucc_81887,616,438,583,463,552,40,175,202,117,162,21,8,7,33
hotlake_ucc_81888,820,628,686,640,750,90,243,242,152,177,30,15,8,50
hotlake_ucc_81889,954,784,850,780,890,79,252,247,168,213,27,7,12,37
hotlake_ucc_81890,807,540,734,522,643,85,295,346,186,297,22,9,12,53
hotlake_ucc_81891,1118,873,1032,740,844,237,450,795,355,363,22,14,14,90
hotlake_ucc_81892,126,101,122,92,74,49,60,121,67,42,2,2,1,17
hotlake_ucc_81893,195,138,155,138,168,37,65,46,32,38,7,5,4,13
hotlake_ucc_81894,175,136,170,121,175,11,120,71,42,85,15,9,11,9
hotlake_ucc_81895,101,57,63,44,77,17,64,37,15,35,8,8,3,5
hotlake_ucc_81896,70,81,61,62,56,4,40,16,11,27,3,0,1,7
hotlake_ucc_81897,284,222,244,192,203,14,37,41,24,41,9,6,10,25
hotlake_ucc_81898,123,99,95,72,98,2,27,23,10,23,10,3,3,2
hotlake_ucc_81899,167,121,134,119,130,29,38,44,20,31,12,2,17,12
hotlake_ucc_81900,61,52,75,62,65,5,35,18,15,32,1,2,0,3
hotlake_ucc_81902,3018,2409,3270,2411,2927,460,789,1133,673,603,101,56,56,154
hotlake_ucc_81903,6655,5048,6210,5692,5148,331,787,933,677,724,109,48,60,172
hotlake_ucc_81904,509,426,469,409,479,68,109,180,80,53,9,5,3,21
hotlake_ucc_81905,1234,946,1076,965,973,145,201,264,157,139,24,6,9,43
hotlake_ucc_81906,482,328,411,337,410,64,144,109,79,123,8,5,8,33
hotlake_ucc_81907,454,353,378,307,321,21,125,116,53,67,20,3,9,25
hotlake_ucc_81908,2397,1667,2216,2195,2151,210,620,483,325,524,77,38,17,111
hotlake_ucc_81909,1727,1424,1626,1869,1890,187,600,515,463,533,49,38,31,89
hotlake_ucc_81910,202,172,192,188,202,23,66,54,40,47,9,4,6,14
hotlake_ucc_81911,1256,905,1161,971,1134,102,147,259,108,93,31,5,6,34
hotlake_ucc_81912,374,249,282,269,248,31,108,85,48,87,6,4,4,24
hotlake_ucc_81913,647,460,560,595,549,54,205,156,101,196,22,10,7,27
hotlake_ucc_81914,410,343,379,390,393,57,232,158,107,150,316,194,155,376
hotlake_ucc_81915,622,444,596,718,672,22,174,128,94,156,17,10,7,11
hotlake_ucc_81916,3140,2371,2792,3180,2976,128,946,566,412,939,106,84,37,175
hotlake_ucc_81917,3257,2291,3108,2749,3260,217,1196,700,474,909,92,71,49,174
hotlake_ucc_81918,608,403,497,661,570,47,191,172,129,238,22,13,11,18
hotlake_ucc_81919,718,743,899,614,1012,87,315,225,132,275,138,68,90,83
hotlake_ucc_81920,923,1105,1311,760,1702,74,468,236,151,280,18,10,6,43
hotlake_ucc_81921,652,924,1222,535,1338,39,267,106,75,185,15,10,3,32
hotlake_ucc_81922,1541,2093,2741,884,2712,87,725,248,136,468,47,27,28,80
hotlake_ucc_81923,888,1293,1594,612,1669,57,378,100,89,229,11,8,4,50
hotlake_ucc_81924,3235,3940,5071,1616,4913,184,926,446,261,592,114,99,79,108
hotlake_ucc_81925,2962,3262,4642,1442,4619,160,784,489,337,583,99,72,38,140
hotlake_ucc_81926,5650,6043,7774,3054,7330,171,1355,770,534,1142,36,20,12,68
hotlake_ucc_81927,2646,2203,2630,2143,2784,456,896,1032,608,616,70,41,37,154
hotlake_ucc_81928,153,139,124,106,134,45,87,64,48,58,12,9,5,28
hotlake_ucc_81929,334,247,340,293,369,63,191,139,109,131,29,10,18,52
hotlake_ucc_81930,283,215,250,206,246,32,138,119,79,119,29,11,18,42
hotlake_ucc_81931,357,282,352,305,388,49,201,113,88,153,9,12,8,19
hotlake_ucc_81932,1238,895,1016,957,1217,160,377,389,226,349,49,29,21,80
hotlake_ucc_81933,1312,1267,1612,1129,1418,269,925,638,482,601,17,9,13,84
hotlake_ucc_81934,1802,1746,2147,1601,1986,277,1383,969,580,939,33,23,26,203
hotlake_ucc_81935,2701,2135,2753,2106,2718,269,977,842,402,777,92,52,37,171
hotlake_ucc_81936,3138,2516,3208,2173,3127,377,1144,1124,505,861,108,42,34,144
hotlake_ucc_81937,1357,1157,1321,965,1111,115,369,368,193,269,18,8,8,42
hotlake_ucc_81938,1535,1429,1564,1437,1599,179,464,467,230,408,26,11,19,44
hotlake_ucc_81939,904,639,763,722,851,101,279,192,138,272,42,22,18,77
hotlake_ucc_81940,304,245,296,207,272,33,158,57,34,128,2,7,4,13
hotlake_ucc_81941,430,370,329,373,415,41,232,106,67,201,15,7,5,30
hotlake_ucc_81942,1045,735,965,974,959,51,112,94,66,94,11,7,8,16
hotlake_ucc_81944,38846,28248,39861,31365,38525,1403,6568,4373,3190,6896,1038,600,446,2218
hotlake_ucc_81945,31798,24285,29432,25065,31930,1432,6856,4623,3080,6563,725,416,304,1701
hotlake_ucc_81946,7765,5920,7846,6755,7858,863,3670,1816,1701,3470,172,119,77,243
hotlake_ucc_81947,8839,6274,8375,7278,8037,822,5157,2338,2064,4825,188,110,77,410
hotlake_ucc_81948,10202,7813,10110,9335,10206,1366,6553,2801,2751,6687,158,141,67,418
hotlake_ucc_81949,21388,16667,24310,21399,25460,1675,9620,5036,4272,8369,434,308,181,1109
hotlake_ucc_81950,35884,28822,34244,33129,35563,2522,14317,6986,5229,13628,866,591,403,2093
hotlake_ucc_81951,17097,13910,16451,15637,20129,1264,8858,3026,3213,9952,421,267,190,992
hotlake_ucc_81952,9072,7854,9557,8159,10044,766,3379,1840,1446,3358,292,162,114,910
hotlake_ucc_81953,3664,2550,2942,3396,3024,283,1095,797,516,1031,84,57,38,186
hotlake_ucc_81954,449,283,418,323,467,64,363,179,140,210,13,14,11,31
hotlake_ucc_81955,4142,3558,4463,5190,5014,387,2330,1332,911,1940,126,117,64,189
hotlake_ucc_81956,124,96,89,71,120,12,54,33,36,30,16,9,4,18
hotlake_ucc_81957,24,44,36,25,38,4,21,11,9,11,2,1,2,5
hotlake_ucc_81958,118,85,108,112,79,6,44,34,19,39,1,2,1,7
hotlake_ucc_81959,154,116,163,112,140,17,51,48,27,55,21,4,8,14
hotlake_ucc_81960,161,116,170,99,151,22,38,45,31,40,13,6,4,17
hotlake_ucc_81961,110,93,83,67,99,6,20,23,27,23,6,1,5,2
hotlake_ucc_81962,44,29,33,30,36,0,12,14,3,7,0,0,1,0
hotlake_ucc_81963,178,177,211,233,219,16,80,59,33,103,3,5,8,6
hotlake_ucc_81964,1058,1038,1092,1065,1225,164,402,292,231,315,59,35,22,63
hotlake_ucc_81965,849,727,947,921,1003,91,266,226,129,207,67,33,32,80
hotlake_ucc_81966,6420,5383,7092,6748,6866,905,1954,1705,1168,1645,305,128,128,346
hotlake_ucc_81968,6086,5128,5749,5716,5473,840,1769,1538,1161,1583,251,129,99,285
hotlake_ucc_81969,13881,12168,14627,15294,15174,2414,6028,5687,3585,4718,1215,837,723,1334
hotlake_ucc_81970,6696,5530,7536,11030,9563,820,2091,1833,1689,1903,340,264,237,388
hotlake_ucc_81971,8477,6872,9843,9883,9972,961,2427,2602,1659,2123,472,241,200,457
hotlake_ucc_81972,3063,2487,3364,3042,3181,536,1662,1569,1140,1183,182,108,109,240
hotlake_ucc_81973,10006,8464,11510,10509,10315,1809,6153,5278,3241,4287,251,158,151,540
hotlake_ucc_81974,4513,4070,5178,5041,5217,723,2498,1576,1160,1935,169,155,124,304
hotlake_ucc_81975,1701,1441,1821,1518,1769,273,807,541,417,704,85,49,49,106
hotlake_ucc_81976,1769,1652,2042,1812,2034,194,908,541,405,753,100,49,65,136
hotlake_ucc_81977,452,436,477,416,568,102,286,232,151,239,31,15,12,33
hotlake_ucc_81978,1909,1493,1773,1480,1594,259,846,550,384,661,100,58,60,166
hotlake_ucc_81979,979,687,951,768,710,90,352,247,157,315,49,29,31,79
hotlake_ucc_81980,674,556,679,527,556,94,308,206,146,258,44,29,16,65
hotlake_ucc_81981,1700,1461,1734,1699,1672,227,814,578,448,671,167,73,65,239
hotlake_ucc_81982,2787,2122,2679,2353,2441,357,962,742,449,841,184,102,77,335
hotlake_ucc_81983,3664,3134,3791,3422,3873,294,918,637,443,717,203,101,125,447
hotlake_ucc_81984,5668,4499,5381,4637,4476,387,1448,1062,646,1204,265,149,98,546
hotlake_ucc_81985,1050,929,1191,676,739,62,243,265,195,195,69,47,41,79
hotlake_ucc_81986,626,461,531,336,391,24,147,140,79,148,25,12,20,51
hotlake_ucc_81987,537,440,507,410,408,113,237,323,136,248,20,13,7,59
hotlake_ucc_81988,320,215,284,240,266,51,131,162,99,115,9,5,5,41
hotlake_ucc_81989,33,30,29,30,26,11,14,9,6,13,0,2,0,0
hotlake_ucc_81990,52,35,51,40,50,2,14,10,5,14,0,1,1,4
hotlake_ucc_81991,42,32,36,21,29,7,13,15,10,11,1,0,2,2
hotlake_ucc_81992,41,36,50,39,51,1,18,15,4,17,6,5,2,1
hotlake_ucc_81993,152,108,107,101,123,11,68,22,21,74,7,4,3,3
hotlake_ucc_81995,2468,1716,2300,2296,2213,193,601,642,472,603,105,55,45,109
hotlake_ucc_81996,116,67,110,74,97,14,48,25,21,55,8,3,0,7
hotlake_ucc_81997,345,211,293,295,280,19,144,121,88,110,24,15,4,23
hotlake_ucc_81998,505,388,554,467,517,42,195,131,107,161,31,5,13,46
hotlake_ucc_82000,533,388,569,517,603,43,204,148,110,192,17,17,16,24
hotlake_ucc_82001,570,470,548,437,503,52,198,170,96,186,29,10,8,18
hotlake_ucc_82002,781,566,762,645,623,79,301,256,156,292,46,16,13,40
hotlake_ucc_82003,4249,3326,3929,3740,4668,554,3750,1400,935,3002,105,59,47,299
hotlake_ucc_82004,167,122,161,105,147,16,91,44,37,56,5,5,5,20
hotlake_ucc_82005,286,210,271,219,203,25,129,77,69,127,13,4,7,12
hotlake_ucc_82006,227,151,208,171,195,27,53,42,34,45,12,2,2,8
hotlake_ucc_82007,222,121,202,199,261,43,128,112,62,112,11,6,1,26
hotlake_ucc_85148,27,16,22,10,18,1,17,13,4,11,0,0,0,3
hotlake_ucc_82008,3059,2522,2818,2686,2908,252,891,847,477,752,44,19,22,80
hotlake_ucc_82009,109,79,101,82,87,1,27,27,17,42,7,0,1,7
hotlake_ucc_82010,334,269,349,386,373,14,59,65,64,66,8,3,6,6
hotlake_ucc_85189,212,177,188,161,165,17,50,39,38,52,2,2,1,4
hotlake_ucc_82011,1249,886,1133,902,974,103,356,301,178,292,26,15,9,49
hotlake_ucc_82012,497,419,462,422,426,47,186,148,83,177,16,4,11,29
hotlake_ucc_82013,97,67,69,61,87,5,25,21,15,43,5,0,1,10
hotlake_ucc_85190,111,56,98,65,56,12,44,17,9,25,2,3,0,3
hotlake_ucc_85149,292,215,245,248,288,18,66,34,33,52,3,1,3,9
hotlake_ucc_82014,47560,48879,49844,35746,27716,6267,10747,8898,7915,6160,5121,2761,3267,6610
hotlake_ucc_82015,2002,2295,2492,1545,2795,264,571,743,345,353,27,24,19,48
hotlake_ucc_82016,2842,3379,3593,1915,3483,345,785,804,436,496,64,38,27,109
hotlake_ucc_82017,1731,1813,2009,1088,2109,189,333,478,267,299,28,18,19,57
hotlake_ucc_82018,3330,2714,3660,1834,3821,265,736,681,499,610,52,24,29,92
hotlake_ucc_82019,424,296,361,277,355,34,217,135,117,176,12,9,10,21
hotlake_ucc_82020,70,67,70,85,59,6,23,14,9,24,0,0,0,0
hotlake_ucc_82021,66,66,78,68,57,4,36,25,13,22,2,1,1,3
hotlake_ucc_82022,1362,876,1035,751,1121,71,240,220,116,225,71,35,42,79
hotlake_ucc_82023,14877,10726,13777,16412,15057,1224,4437,3718,2462,4102,341,234,158,592
hotlake_ucc_82024,4768,3644,4359,3873,4475,440,1630,1446,859,1138,147,61,88,213
hotlake_ucc_82025,1704,1249,1526,1485,1621,152,547,457,393,511,47,39,37,47
hotlake_ucc_82027,286,232,378,287,299,30,129,106,57,82,11,10,7,17
hotlake_ucc_82028,5962,4375,5222,4875,4476,611,3622,1350,1096,3573,121,65,58,215
hotlake_ucc_82030,48,34,45,46,49,10,15,18,7,10,1,0,1,0
hotlake_ucc_82032,325,251,299,265,322,37,139,110,89,104,7,6,9,8
hotlake_ucc_82034,1593,1282,1434,1189,1464,163,654,352,285,481,43,22,13,117
hotlake_ucc_82035,7451,6123,7157,6608,7205,859,1256,2243,1148,1093,133,64,62,146
hotlake_ucc_82036,2516,1944,2359,2110,2335,395,1087,1076,680,992,77,45,36,117
hotlake_ucc_82037,1498,1109,1307,1237,1260,223,740,541,366,611,49,14,14,94
hotlake_ucc_82038,457,371,395,333,355,62,148,109,88,93,21,16,11,27
hotlake_ucc_82039,210,215,227,204,216,24,166,93,70,118,7,2,2,14
hotlake_ucc_82041,549,403,586,467,570,80,406,305,196,331,10,6,9,23
hotlake_ucc_82042,12260,9832,11562,12653,12412,1101,4583,3149,2589,3868,312,174,138,505
hotlake_ucc_82043,922,772,756,669,697,104,708,317,268,633,56,27,25,88
hotlake_ucc_82044,1496,1150,1421,1339,1777,136,481,542,293,316,69,37,35,96
hotlake_ucc_82045,5074,4274,4557,4155,4047,355,1504,1386,756,1144,198,112,107,387
hotlake_ucc_82046,861,709,771,652,722,110,312,214,139,309,47,14,17,51
hotlake_ucc_82047,2327,1842,2217,1759,2046,205,789,528,387,624,48,24,29,101
hotlake_ucc_82048,2174,1327,1791,1359,2417,422,3849,1470,1122,3440,205,106,88,304
hotlake_ucc_82049,4645,2988,4095,3917,3464,347,530,880,520,487,9,11,7,116
hotlake_ucc_82050,1480,1475,1356,1601,1139,146,220,374,209,135,8,4,4,56
hotlake_ucc_82051,11389,7894,9816,9361,8056,1221,1219,2612,1130,969,15,9,14,411
hotlake_ucc_82052,10084,5637,7883,8054,6499,699,795,2045,758,501,22,7,17,346
hotlake_ucc_82053,8654,6152,7475,7786,7957,785,4805,1895,1232,3764,242,143,154,676
hotlake_ucc_82054,2561,2059,2387,1988,2229,322,1334,734,565,1282,95,54,57,286
hotlake_ucc_82055,1464,1062,1239,1011,1256,211,672,436,245,540,68,33,31,79
hotlake_ucc_82056,3070,2010,2542,2229,2485,244,674,622,391,540,34,18,5,54
hotlake_ucc_82057,4347,3345,3853,3317,3701,319,1056,1061,637,861,77,41,27,116
hotlake_ucc_82058,2822,2388,2652,2416,2103,314,913,720,481,737,64,36,20,117
hotlake_ucc_82059,1594,1192,1350,1179,1226,156,606,363,270,468,36,18,21,74
hotlake_ucc_82060,281,188,251,218,244,52,121,111,83,91,12,8,1,13
hotlake_ucc_82061,441,337,417,271,434,38,166,170,102,158,9,9,1,19
hotlake_ucc_82062,1267,1028,1297,1014,1266,219,789,440,313,682,78,46,43,172
hotlake_ucc_82063,1360,1096,1217,990,1175,152,461,427,269,323,34,10,14,79
hotlake_ucc_82064,1561,1224,1407,1142,1214,129,401,417,269,355,35,15,24,42
hotlake_ucc_82065,275,202,252,185,211,20,111,80,50,89,11,1,6,20
hotlake_ucc_82066,1772,1567,1610,1401,1623,186,624,481,335,523,43,18,15,65
hotlake_ucc_82067,1523,1279,1299,1122,1254,154,425,347,245,287,29,13,17,62
hotlake_ucc_82068,2242,1722,2051,1576,1964,282,739,628,342,550,40,27,26,71
hotlake_ucc_82069,1241,952,1192,873,1181,109,381,306,209,289,30,19,12,38
hotlake_ucc_82070,1664,1458,1635,1376,1417,163,619,550,295,548,40,27,17,55
hotlake_ucc_82071,2421,1709,2194,2734,2511,344,535,1146,652,393,37,24,21,44
hotlake_ucc_82072,2151,1548,1684,1524,1795,298,1166,788,535,925,36,19,24,47
hotlake_ucc_82074,3456,3299,4017,3407,4387,369,1300,809,379,926,40,13,18,87
