Locus_Tag,T6_HL58G,T7_HL58G,T8_HL58G,T9_HL58G,T10_HL58G,T11_HL58G,T12_HL58G,T13_HL58G,T14_HL58G,T15_HL58G,T21_HL58X,T22_HL58X,T23_HL58X,T24_HL58X
hotlake_ucc_82076,1106,1166,1078,968,1000,125,262,222,160,160,30,26,18,42
hotlake_ucc_82077,2379,1869,2064,1856,2108,175,511,677,373,401,57,25,27,98
hotlake_ucc_82079,1564,1250,1383,1302,1529,273,694,599,401,495,50,28,14,103
hotlake_ucc_82080,1115,824,1022,873,946,136,302,423,257,252,14,7,5,32
hotlake_ucc_82081,771,629,751,579,788,81,239,225,139,171,19,4,6,33
hotlake_ucc_82082,212,215,266,186,263,42,147,95,59,113,8,3,6,19
hotlake_ucc_82083,680,519,643,542,583,92,346,228,148,283,10,9,16,50
hotlake_ucc_82084,239,153,219,174,217,44,108,95,56,96,7,3,9,11
hotlake_ucc_82085,1168,904,1156,805,1092,159,272,362,229,239,46,21,16,58
hotlake_ucc_82086,486,385,497,348,451,66,331,173,129,255,16,7,6,35
hotlake_ucc_82087,231,170,211,176,231,40,115,42,55,84,9,2,3,21
hotlake_ucc_82088,655,522,737,485,486,45,188,268,185,193,98,59,66,112
hotlake_ucc_82089,57,43,56,42,32,5,26,23,14,12,5,1,5,5
hotlake_ucc_82090,7788,5950,5136,5225,6499,691,2102,2428,1688,1865,580,403,399,636
hotlake_ucc_82091,7678,5690,5632,4952,5995,781,2376,2887,2136,2232,636,394,444,619
hotlake_ucc_82092,658,525,647,468,587,70,327,231,149,271,19,10,8,32
hotlake_ucc_82093,1137,760,853,919,1005,128,429,276,293,366,28,12,7,37
hotlake_ucc_82094,1596,1099,1459,1126,1183,196,2223,466,276,2441,93,36,30,170
hotlake_ucc_82095,4764,3638,4992,4217,4659,414,3573,1245,749,3118,159,102,62,262
hotlake_ucc_82096,835,531,838,421,717,100,478,206,196,353,19,7,10,27
hotlake_ucc_82097,814,706,708,587,655,93,420,222,189,328,17,9,6,26
hotlake_ucc_82098,1808,1491,1939,1487,1736,237,773,533,411,648,45,29,24,107
hotlake_ucc_82099,1057,673,937,656,845,74,333,260,160,233,60,36,27,85
hotlake_ucc_82100,1268,996,1054,1028,1073,124,670,384,238,524,61,32,30,68
hotlake_ucc_82101,594,529,583,565,481,69,349,192,113,226,22,12,15,46
hotlake_ucc_82102,1809,1282,1767,1740,1732,218,1130,501,410,994,95,68,52,147
hotlake_ucc_82104,761,620,969,704,753,108,453,308,181,386,48,25,31,86
hotlake_ucc_82105,584,473,640,465,618,109,474,268,148,302,64,40,41,182
hotlake_ucc_82106,1452,1344,1414,1275,1697,191,701,507,291,541,120,82,99,235
hotlake_ucc_82107,1753,1278,1563,1392,1641,229,1060,594,403,918,23,25,31,61
hotlake_ucc_82108,1548,1096,1407,1127,1439,181,782,467,357,652,62,27,24,114
hotlake_ucc_82109,1224,1040,1156,1073,1107,174,754,487,338,659,57,33,41,84
hotlake_ucc_82110,5075,4018,5039,4322,4818,631,1905,1614,1063,1477,126,70,78,236
hotlake_ucc_82111,6825,5139,5857,5794,5902,626,1556,1608,988,1394,163,88,87,245
hotlake_ucc_82112,992,843,1004,904,987,82,411,259,187,346,18,10,21,54
hotlake_ucc_82114,89,71,84,102,93,6,41,15,10,38,1,1,0,3
hotlake_ucc_82115,1846,1504,1574,1389,1712,184,967,588,436,654,58,35,18,89
hotlake_ucc_82116,924,719,682,791,685,66,158,296,104,147,15,8,4,34
hotlake_ucc_82118,61,41,54,40,53,6,57,20,16,51,2,0,0,5
hotlake_ucc_82119,31860,29025,28205,37723,33476,889,2772,2546,1404,2453,87,76,48,135
hotlake_ucc_82120,4225,3388,3704,4351,4184,413,2343,1274,1128,1931,114,71,70,172
hotlake_ucc_82122,907,858,929,841,869,101,467,222,179,359,25,17,13,49
hotlake_ucc_82123,4218,3323,3887,3763,4727,739,2360,1616,1015,1816,127,64,71,331
hotlake_ucc_82124,941,808,839,660,885,115,581,254,238,653,32,18,21,53
hotlake_ucc_82125,777,677,658,623,677,103,256,227,150,230,25,15,17,34
hotlake_ucc_82126,505,449,549,410,533,55,251,128,94,199,15,9,11,43
hotlake_ucc_82127,6246,4678,6079,7048,6812,699,4349,1548,1248,3886,292,207,146,460
hotlake_ucc_82128,8986,7172,8014,7971,7745,931,2628,2322,1425,1941,331,177,157,493
hotlake_ucc_82129,1979,1590,1750,1597,1554,272,1072,603,477,712,70,42,31,108
hotlake_ucc_82130,362,213,289,231,259,17,145,96,69,132,15,5,9,21
hotlake_ucc_82131,1195,1007,1138,947,981,148,635,416,290,543,48,23,21,100
hotlake_ucc_82132,1482,1162,1350,1132,1267,208,792,522,342,650,61,13,22,76
hotlake_ucc_82133,4742,4474,4350,4240,4523,700,2484,1940,1232,2224,49,29,40,143
hotlake_ucc_82134,607,516,633,549,603,53,234,144,113,156,36,29,19,38
hotlake_ucc_82135,1169,993,1208,945,1280,117,439,311,204,381,67,33,29,118
hotlake_ucc_82136,1283,1066,1239,1245,1316,119,508,364,235,451,32,32,28,71
hotlake_ucc_82137,57,42,37,36,41,16,47,33,21,30,9,8,0,6
hotlake_ucc_82139,676,543,616,563,572,61,343,255,194,286,24,15,11,26
hotlake_ucc_82140,327,214,336,271,347,62,108,74,74,137,9,9,5,17
hotlake_ucc_82141,84643,61099,62065,125587,70785,2830,8617,9621,8412,7885,2408,1535,1356,5089
hotlake_ucc_85150,103,99,125,145,142,15,74,54,52,61,8,3,6,4
hotlake_ucc_82143,1854,1179,1803,2043,1628,153,259,419,338,224,40,31,24,63
hotlake_ucc_82145,3481,5034,4628,1916,2202,2459,1867,1614,2141,849,1039,2608,1506,1467
hotlake_ucc_82146,9465,7441,8726,7915,8850,1177,4356,2878,1988,3521,1491,1037,1015,2433
hotlake_ucc_82147,1985,1445,1830,1487,1608,226,1266,508,304,1018,100,62,70,275
hotlake_ucc_82148,6056,4551,5649,5588,5079,639,5693,1480,1213,5371,297,178,140,861
hotlake_ucc_82149,511,457,454,394,448,46,253,153,100,195,21,5,7,31
hotlake_ucc_82150,190,208,211,177,183,10,67,50,19,40,3,0,4,14
hotlake_ucc_82151,95,74,95,82,69,7,67,19,14,58,4,0,4,8
hotlake_ucc_82152,132,113,139,88,124,26,77,59,15,82,2,5,2,7
hotlake_ucc_82153,2270,1661,2038,1767,2047,245,1196,794,507,881,64,46,18,109
hotlake_ucc_82154,1456,980,1342,1085,1262,246,886,535,368,625,44,44,25,110
hotlake_ucc_82155,1771,1279,1501,1343,1467,243,992,662,439,676,48,40,33,137
hotlake_ucc_82156,326,254,292,216,241,34,238,124,85,159,7,5,13,24
hotlake_ucc_82157,1599,1119,1404,1054,1335,183,1177,529,419,816,70,30,35,137
hotlake_ucc_82158,1007,794,855,728,816,144,485,293,212,346,24,12,8,30
hotlake_ucc_82159,2224,1542,2204,1881,1915,232,1092,634,399,849,62,26,33,77
hotlake_ucc_82160,275,191,270,161,192,21,130,83,30,103,12,6,8,23
hotlake_ucc_82161,307,304,384,232,291,40,233,102,82,139,15,7,3,35
hotlake_ucc_82162,5673,4614,5594,6440,6536,812,3733,2129,1685,3163,145,87,72,416
hotlake_ucc_82163,207,137,156,136,147,10,67,49,29,58,12,8,3,5
hotlake_ucc_82164,466,372,397,392,382,70,145,149,80,115,12,4,5,22
hotlake_ucc_82165,1130,867,1225,1013,1123,158,944,530,410,767,37,14,20,72
hotlake_ucc_82166,677,512,636,481,618,153,745,364,231,504,13,7,12,46
hotlake_ucc_82167,217,163,181,156,170,39,194,67,72,135,6,2,3,5
hotlake_ucc_82169,950,657,971,868,925,50,206,150,132,171,107,61,70,118
hotlake_ucc_82171,151,134,156,140,191,29,108,63,54,104,5,4,1,13
hotlake_ucc_82172,657,546,592,550,538,79,300,132,104,223,30,19,11,59
hotlake_ucc_82173,286,243,278,191,221,25,167,84,61,103,10,7,11,29
hotlake_ucc_82175,301,241,227,158,215,33,194,77,48,119,17,10,2,24
hotlake_ucc_82176,341,290,371,294,349,28,91,69,42,63,54,46,33,67
hotlake_ucc_82178,999,799,947,771,1006,145,551,368,320,454,19,11,10,34
hotlake_ucc_82179,374,320,309,213,300,52,166,108,64,129,3,6,5,10
hotlake_ucc_82180,793,608,821,504,659,95,341,281,188,284,28,13,13,35
hotlake_ucc_82181,852,596,830,776,787,104,382,319,184,329,31,17,5,38
hotlake_ucc_82182,1678,1272,1741,1516,1563,264,1032,731,476,767,34,19,24,90
hotlake_ucc_82183,1943,1502,1689,1328,1623,198,686,462,347,646,47,16,25,69
hotlake_ucc_82184,2066,1755,2008,1675,1824,193,700,508,378,550,40,22,25,85
hotlake_ucc_82185,1834,1371,1725,1532,1580,148,692,485,389,610,40,15,14,53
hotlake_ucc_82186,5767,4130,3749,4801,5364,253,1047,558,446,1086,158,79,60,145
hotlake_ucc_82187,700,571,740,586,722,192,559,531,305,427,29,14,20,68
hotlake_ucc_82188,4913,4016,4671,4114,4861,1050,3638,2923,1750,2750,207,124,98,377
hotlake_ucc_82190,632,525,646,507,565,96,641,269,234,572,16,9,14,51
hotlake_ucc_82191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_82192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_82193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_82194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_82195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_82196,333,244,276,275,330,20,116,63,60,96,45,17,22,37
hotlake_ucc_82198,112,80,117,95,126,13,22,24,14,25,10,3,6,5
hotlake_ucc_82199,31,42,49,38,49,0,10,10,7,4,2,0,1,0
hotlake_ucc_82201,866,715,767,769,859,56,226,238,129,138,31,15,9,34
hotlake_ucc_82203,221,167,207,151,160,33,159,77,59,119,13,5,8,19
hotlake_ucc_82204,149,103,146,100,115,13,82,44,29,78,3,1,3,14
hotlake_ucc_82205,887,615,1086,794,1069,153,1046,305,381,1137,15,13,8,38
hotlake_ucc_82206,45298,48732,51962,23181,24055,7446,17776,9752,7667,12934,13146,7662,6610,17802
hotlake_ucc_82207,99897,157975,111953,80557,63351,103351,63714,40467,52421,36441,43350,130854,107428,84221
hotlake_ucc_82208,755672,770579,895403,539079,581014,99298,147545,132345,90197,102217,44312,32962,22282,55045
hotlake_ucc_82209,7859,7773,9105,5097,5286,3870,1990,1551,2902,1449,261,541,294,555
hotlake_ucc_82210,558,398,408,411,565,89,536,180,161,523,23,13,7,52
hotlake_ucc_82211,43241,55663,48055,29239,31394,40860,37355,44951,33173,15843,51593,77419,44211,53796
hotlake_ucc_82212,3232,2866,3314,2849,3281,447,3279,1140,734,2953,72,50,47,275
hotlake_ucc_82213,4760,3773,5085,4436,4928,896,5346,1789,1495,5104,165,146,119,725
hotlake_ucc_82214,4015,2967,3810,2912,3533,539,2566,1169,905,2382,108,99,75,240
hotlake_ucc_82215,6955,5411,7997,6601,6606,1049,4515,1905,1667,4665,158,111,86,495
hotlake_ucc_82216,8369,5874,8704,6583,8228,808,6386,1966,2141,7602,185,130,104,301
hotlake_ucc_82217,10748,8777,10825,10398,10468,1182,7202,2800,2466,8438,391,329,204,896
hotlake_ucc_82218,17260,12270,16504,13992,16248,2578,10841,5136,3947,9923,769,517,440,2556
hotlake_ucc_82219,14617,11156,14202,12105,13608,2537,8780,4507,3531,7676,584,337,344,1973
hotlake_ucc_82220,8772,6969,8780,8571,8856,1314,5719,2890,1946,5248,687,586,361,2108
hotlake_ucc_82221,4462,3353,4584,4326,4390,623,3088,1653,1297,3071,206,175,86,659
hotlake_ucc_82222,12782,9430,12572,10463,11488,2442,11487,5239,3965,9848,1023,755,590,4062
hotlake_ucc_82223,476,362,340,372,476,48,432,126,114,362,10,14,8,35
hotlake_ucc_82224,3,2,1,4,1,0,1,0,0,1,0,0,0,0
hotlake_ucc_82225,13189,11016,13239,14206,13496,1983,7599,3444,2761,7691,315,252,174,943
hotlake_ucc_82226,5186,4189,4542,4114,4411,586,3498,1449,1057,3071,223,156,114,717
hotlake_ucc_82227,5586,4285,6078,4599,5532,977,4046,1705,1289,3782,250,190,136,811
hotlake_ucc_82228,2554,2083,2896,2701,2522,402,1928,815,600,1768,161,78,75,570
hotlake_ucc_82229,7884,7200,8219,6769,8219,1332,6238,2412,1901,5026,487,373,354,2373
hotlake_ucc_82230,2637,2025,2622,2143,2560,353,1691,780,550,1242,72,53,41,201
hotlake_ucc_82231,2601,2360,2462,2416,2468,435,2002,689,680,1521,119,59,51,239
hotlake_ucc_82232,4281,3462,4545,4248,4650,873,3237,1369,1274,2802,195,108,112,360
hotlake_ucc_82233,4338,3323,4436,4225,4111,530,2299,1422,987,2042,152,81,66,285
hotlake_ucc_82234,3862,2944,3444,4213,4625,578,2501,1338,1139,2397,97,109,57,211
hotlake_ucc_82235,4049,3237,4059,4057,4469,654,2325,1424,981,1823,112,98,59,279
hotlake_ucc_82236,4074,3085,4573,3761,4162,640,2039,1154,927,1567,123,73,58,247
hotlake_ucc_82237,6249,4918,6774,5751,6451,751,3269,1880,1559,2925,180,116,95,344
hotlake_ucc_82238,13782,11148,14525,12557,13919,2117,7719,4028,3408,6297,387,277,192,710
hotlake_ucc_82239,6453,4826,6407,5651,6160,977,3112,1817,1485,2562,147,104,64,291
hotlake_ucc_82240,2905,2409,3009,2377,2701,648,1559,969,689,1238,220,176,129,577
hotlake_ucc_82241,3757,3066,3666,3397,4136,578,2194,1092,820,1706,120,72,61,242
hotlake_ucc_82242,1723,1467,1812,1448,1478,360,1156,524,346,821,37,26,33,71
hotlake_ucc_82243,3011,2803,3055,2667,3100,500,2134,973,739,1711,148,150,92,414
hotlake_ucc_82244,3589,3335,3731,3458,4085,1333,2389,992,860,1396,109,85,66,190
hotlake_ucc_82245,2167,2140,2198,2048,2375,278,1411,703,463,1197,68,63,42,123
hotlake_ucc_82246,27176,20529,26579,26251,27353,3625,11183,7329,4046,9432,545,384,251,734
hotlake_ucc_82247,4259,2623,3965,3182,2552,421,1604,589,548,1663,98,85,56,112
hotlake_ucc_82248,6329,4670,5299,5296,4932,1031,3710,1828,1229,3257,239,127,112,459
hotlake_ucc_82249,5343,3988,5956,4959,5440,1001,3271,1588,1434,3040,213,141,131,483
hotlake_ucc_82250,6099,4995,6569,6058,7050,1008,4544,1952,1465,4563,361,205,145,941
hotlake_ucc_82251,11078,9093,10769,9874,10677,1696,8508,3477,2540,7844,464,295,189,1144
hotlake_ucc_82252,4159,3367,4273,4242,4225,706,2853,926,690,2549,143,86,82,244
hotlake_ucc_82253,1947,1417,1804,1521,1763,239,1487,668,399,1080,110,78,85,212
hotlake_ucc_82254,1218,944,1263,944,1077,103,524,232,196,514,31,9,11,60
hotlake_ucc_82255,2480,2034,2310,2201,2166,190,1498,613,464,1326,88,34,25,131
hotlake_ucc_82256,18941,12042,18336,12138,17793,1094,115,4167,3958,90,11,3,6,11
hotlake_ucc_82258,7968,5644,8229,4892,8093,747,15,2650,2478,5,1,3,1,3
hotlake_ucc_82259,5185,3844,5586,3118,5030,393,34,1185,1133,20,4,3,0,2
hotlake_ucc_82260,2700,1983,3003,1760,2312,196,11,554,444,5,1,0,1,1
hotlake_ucc_82261,2394,1865,2546,1612,2227,168,10,588,494,8,2,1,0,1
hotlake_ucc_82262,2971,2183,2579,2046,2793,309,23,1144,1127,11,3,0,1,1
hotlake_ucc_82263,2854,1763,2390,1831,2220,350,29,997,1199,19,3,1,1,4
hotlake_ucc_82265,3067,2472,3157,2191,3237,405,75,1298,1278,49,4,3,1,11
hotlake_ucc_82266,4233,2784,3366,2827,3136,638,2017,1648,844,1592,76,36,21,202
hotlake_ucc_82267,1593,1273,1260,1190,1242,223,1063,713,338,829,25,14,10,81
hotlake_ucc_82268,625,461,599,534,468,84,384,227,160,350,4,3,7,23
hotlake_ucc_82270,4352,3455,4139,3440,3677,725,2926,1839,1082,2438,71,42,40,154
hotlake_ucc_82272,1249,990,1073,939,1035,191,735,473,268,600,21,11,16,33
hotlake_ucc_82273,933,774,756,689,721,181,778,528,317,637,19,12,13,36
hotlake_ucc_82274,1343,1021,1258,918,1085,265,1025,743,404,898,35,14,9,42
hotlake_ucc_82275,1269,846,1015,860,919,318,918,616,386,807,31,9,10,30
hotlake_ucc_82276,655,677,585,598,572,91,436,329,220,380,19,16,12,25
hotlake_ucc_82277,625,471,644,679,702,121,458,275,183,381,13,18,7,31
hotlake_ucc_82278,2255,1606,1990,2070,1977,215,1327,767,588,1419,41,16,10,44
hotlake_ucc_82279,338,259,349,263,284,69,256,131,96,227,12,5,3,12
hotlake_ucc_82280,318,222,275,220,257,57,304,102,106,191,10,4,1,12
hotlake_ucc_82281,709,531,583,531,484,115,331,291,158,255,13,11,7,25
hotlake_ucc_82282,367,214,321,248,250,42,157,123,85,138,8,11,3,18
hotlake_ucc_82283,3703,2864,3616,2993,3159,625,1822,1476,844,1510,63,44,41,130
hotlake_ucc_82285,315,261,325,237,301,73,905,147,107,723,31,10,11,27
hotlake_ucc_82286,364,308,380,343,371,76,1541,185,92,1256,22,7,14,26
hotlake_ucc_82287,3497,2621,3386,2876,3188,408,1246,920,764,662,93,59,41,126
hotlake_ucc_82289,5984,4448,5697,4986,5437,1087,16406,2506,1951,13868,454,253,220,1269
hotlake_ucc_82290,2426,1856,2164,1860,2203,599,3466,1304,980,3001,137,99,75,814
hotlake_ucc_82291,1106,941,1189,1003,1139,136,299,391,269,304,26,15,11,44
hotlake_ucc_82292,1591,1216,1642,1898,1557,160,484,486,246,410,18,11,8,68
hotlake_ucc_82293,85803,71274,92174,68943,94637,11961,33234,51295,41554,30183,351,245,189,501
hotlake_ucc_82295,726,679,672,519,515,73,262,295,138,181,33,5,12,33
hotlake_ucc_82296,1539,1187,1419,1207,1453,159,501,360,210,401,43,26,18,59
hotlake_ucc_82297,1136,847,1044,885,909,133,598,345,273,511,63,21,23,72
hotlake_ucc_82298,2302,1621,1984,1625,1944,285,1383,660,434,1142,92,33,47,174
hotlake_ucc_82299,1681,1272,1465,1466,1290,271,1087,530,491,879,46,29,24,103
hotlake_ucc_82300,274,215,228,220,266,55,267,104,78,196,12,7,3,25
hotlake_ucc_82301,1643,1336,1764,1500,1509,152,539,283,218,512,47,25,14,75
hotlake_ucc_82302,818,646,694,666,660,100,407,219,151,324,21,8,8,47
hotlake_ucc_82303,1743,1260,1625,1593,1596,96,999,405,300,924,41,27,13,69
hotlake_ucc_82304,2572,1685,2313,2433,2318,130,1007,487,362,898,51,32,31,106
hotlake_ucc_82305,3650,2502,3477,3853,3622,282,1521,699,590,1454,80,67,48,159
hotlake_ucc_82306,3132,2349,3036,2936,3068,366,2044,909,643,1729,83,51,40,164
hotlake_ucc_82307,3572,2400,3325,3741,3308,305,1599,765,626,1594,89,42,41,140
hotlake_ucc_82308,3094,2208,2849,3089,2775,215,1145,524,502,1201,58,48,21,100
hotlake_ucc_82309,962,633,977,811,892,149,436,526,307,370,17,7,11,54
hotlake_ucc_82310,1016,766,957,883,854,179,478,452,331,363,11,7,8,53
hotlake_ucc_82311,1435,941,1213,1138,1436,225,540,565,397,398,22,14,7,39
hotlake_ucc_82312,14177,11461,14534,10705,14945,1689,79,4476,3105,42,5,8,4,9
hotlake_ucc_82313,455,316,447,328,379,65,263,189,150,223,20,3,6,29
hotlake_ucc_82314,141,107,139,77,117,16,111,58,44,54,2,1,2,4
hotlake_ucc_82315,153,105,128,103,127,13,50,58,34,32,4,6,0,10
hotlake_ucc_82316,461,321,449,312,423,100,212,221,126,158,6,4,2,18
hotlake_ucc_82317,820,604,759,596,621,189,404,389,233,297,12,11,7,46
hotlake_ucc_82318,438,350,489,354,406,69,214,212,118,151,6,4,13,23
hotlake_ucc_82319,818,638,846,699,802,193,492,451,276,403,10,18,16,51
hotlake_ucc_82320,297,277,273,265,265,67,214,125,95,205,9,5,3,34
hotlake_ucc_82321,2264,1638,1976,1633,1909,318,1474,803,614,1074,105,65,65,188
hotlake_ucc_82323,1123,763,901,884,968,169,978,440,310,813,77,43,46,86
hotlake_ucc_82324,2320,1899,2197,2191,2326,176,508,687,462,469,95,64,59,115
hotlake_ucc_82325,3109,2135,2621,2208,2428,201,678,693,443,558,99,66,51,142
hotlake_ucc_82326,2172,1681,1906,1470,1565,185,537,548,409,503,82,66,63,123
hotlake_ucc_82327,339,335,348,303,397,43,198,106,46,147,2,2,9,7
hotlake_ucc_82328,730,593,734,866,866,36,256,118,134,228,5,9,12,23
hotlake_ucc_82329,531,550,692,840,838,40,286,127,103,243,6,7,2,14
hotlake_ucc_82331,479,516,570,661,836,50,221,148,116,187,7,5,5,23
hotlake_ucc_82332,1225,1121,1245,1238,1268,126,517,326,238,444,13,5,15,34
hotlake_ucc_82333,1144,829,1037,1058,1214,71,270,197,200,299,13,8,5,18
hotlake_ucc_82335,352,256,362,426,423,42,200,100,92,165,5,1,4,18
hotlake_ucc_82336,318,259,251,316,314,17,137,116,52,91,1,1,4,10
hotlake_ucc_82337,2398,2078,2505,3053,3471,199,963,565,440,761,18,16,1,37
hotlake_ucc_82338,119,126,149,152,137,2,64,29,13,53,2,3,0,6
hotlake_ucc_82339,212,144,187,164,131,31,84,46,35,55,6,5,3,13
hotlake_ucc_82340,3599,2754,3359,2288,3635,283,5449,768,751,6469,73,60,41,97
hotlake_ucc_82341,456,383,377,339,400,41,284,134,110,242,9,3,11,36
hotlake_ucc_82342,347,311,319,270,302,52,254,126,92,249,8,7,5,27
hotlake_ucc_82343,269,259,251,198,240,45,204,83,58,180,19,13,10,35
hotlake_ucc_82344,1956,1415,1773,1615,1640,173,1049,576,401,996,39,31,10,84
hotlake_ucc_82345,5674,5032,5635,4840,5136,469,2056,1208,933,2124,153,89,61,359
hotlake_ucc_82346,4579,3960,4321,3684,4298,511,2075,1304,884,1834,166,90,84,301
hotlake_ucc_82347,2758,2288,2581,2028,2462,322,967,640,454,795,60,36,29,144
hotlake_ucc_82348,1120,982,971,871,1023,250,1559,1289,751,1255,59,37,47,111
hotlake_ucc_82349,613,468,635,415,452,62,489,388,181,344,18,9,16,45
hotlake_ucc_82350,472,281,462,351,337,80,376,201,123,311,19,10,12,37
hotlake_ucc_82351,2619,2008,2612,2154,2456,261,1302,687,518,1112,87,52,39,217
hotlake_ucc_82352,489,373,477,356,388,59,374,179,118,269,20,3,5,27
hotlake_ucc_82353,4081,3578,3843,4539,4292,649,5783,1835,1556,5564,171,118,92,321
hotlake_ucc_82354,3920,2883,3604,3003,3661,549,3543,1122,1018,3410,298,180,155,496
hotlake_ucc_82355,10857,7996,10050,8714,9959,1101,4862,2140,1693,3517,175,119,91,340
hotlake_ucc_82356,8187,6601,8583,7580,8244,2644,7110,5628,3707,5599,166,105,121,321
hotlake_ucc_82357,5824,4928,5661,6144,6437,1939,4040,3911,2771,3403,116,85,84,215
hotlake_ucc_82358,6120,4578,6262,5962,6346,1390,3263,3680,2531,3071,122,67,43,205
hotlake_ucc_82359,2638,2142,2495,2383,2337,571,1556,1618,1147,1257,59,28,31,85
hotlake_ucc_82361,13242,10273,13155,11845,13097,3748,9966,9447,6320,8679,280,196,187,443
hotlake_ucc_82362,1294,955,1032,1137,1086,139,520,295,200,509,35,30,22,66
hotlake_ucc_82363,1383,1040,1212,1020,1228,144,705,398,291,524,44,29,30,82
hotlake_ucc_82364,1222,902,1074,871,945,77,577,358,244,417,94,40,24,132
hotlake_ucc_82365,7629,5204,6585,5315,6327,497,2973,849,906,2621,463,282,208,651
hotlake_ucc_82366,3010,2291,2615,2467,2394,153,872,300,233,885,148,94,48,132
hotlake_ucc_82367,832,630,730,649,694,152,570,384,203,414,27,20,15,50
hotlake_ucc_82368,5554,4700,5077,5817,5222,370,894,1258,675,801,88,60,66,151
hotlake_ucc_82369,124,85,110,86,123,19,197,65,53,154,5,5,4,9
hotlake_ucc_82370,573,464,565,499,595,120,636,253,197,469,38,28,20,83
hotlake_ucc_82371,3094,2012,2636,1960,2344,472,1717,925,640,1537,135,105,74,504
hotlake_ucc_82372,1844,1308,1691,1438,1611,258,810,414,384,798,65,51,39,170
hotlake_ucc_82373,1314,1055,1214,888,1076,170,684,410,225,553,36,20,19,125
hotlake_ucc_82374,2428,1851,2367,1762,2023,353,1510,788,565,1203,64,35,22,187
hotlake_ucc_82375,645,503,624,488,475,74,318,177,82,297,15,5,10,46
hotlake_ucc_82376,615,501,611,584,637,123,447,229,220,359,14,6,10,38
hotlake_ucc_82377,739,517,673,500,453,83,391,201,143,320,16,10,11,37
hotlake_ucc_82378,292,212,277,241,235,40,203,94,80,161,6,6,1,4
hotlake_ucc_82379,1335,1144,1334,1271,1173,96,229,280,179,211,72,44,29,108
hotlake_ucc_82380,1913,1443,1862,1602,1965,208,362,588,501,339,17,9,7,30
hotlake_ucc_82381,471,363,458,369,473,85,545,261,146,372,10,12,6,29
hotlake_ucc_82382,233,181,240,228,210,42,175,114,87,86,9,4,3,6
hotlake_ucc_82383,132,107,108,130,111,5,38,24,18,20,3,1,0,5
hotlake_ucc_82384,763,513,695,576,668,111,584,297,221,513,25,14,10,79
hotlake_ucc_82385,9469,6673,8737,7202,7533,1634,7389,3330,2193,8670,242,160,135,666
hotlake_ucc_82386,6451,5330,6329,5605,5437,867,4384,1916,1284,4262,289,185,120,751
hotlake_ucc_82387,1170,834,978,814,870,98,617,260,195,587,31,32,20,102
hotlake_ucc_82388,1182,873,1087,1012,994,127,527,293,206,483,32,18,17,78
hotlake_ucc_82389,6238,5170,6046,6075,5377,1193,10662,2698,1860,9012,224,158,101,592
hotlake_ucc_82390,473,417,484,377,469,108,424,234,163,345,14,6,13,26
hotlake_ucc_82391,912,597,815,652,759,144,728,258,226,617,44,31,17,69
hotlake_ucc_82392,2388,1866,2164,1972,2196,326,2208,894,534,1782,101,68,61,220
hotlake_ucc_82393,604,524,811,537,532,50,340,196,116,332,28,14,14,36
hotlake_ucc_82394,682,501,641,537,510,65,362,178,149,332,14,13,27,40
hotlake_ucc_82395,2367,1848,1966,1920,1993,210,1150,517,406,984,91,57,57,136
hotlake_ucc_82396,2393,1814,2346,2190,2366,148,810,504,305,879,244,146,108,245
hotlake_ucc_82397,4504,3418,4544,4205,4319,222,1236,871,562,1294,356,213,121,268
